title,author,average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publisher,year
Dear Genius...: A Memoir of My Life with Truman Capote,Jack Dunphy,3.33,9780070183179,eng,275.0,36,6,McGraw-Hill Companies,1987
The Fantasy Writer's Assistant and Other Stories,Jeffrey Ford,4.09,9781930846104,eng,247.0,207,23,Golden Gryphon Press,2002
The Divine Comedy,Dante Alighieri,4.07,9780192835024,en-US,735.0,177,10,Oxford University Press,1998
Little Miss Birthday,Roger Hargreaves,4.02,9780843121315,eng,32.0,207,11,Price Stern Sloan,2007
Faulkner: A Biography,Joseph Blotner,4.13,9781578067329,eng,778.0,82,10,University Press of Mississippi,2005
The Satanic Verses,Salman Rushdie,3.71,9780140118902,eng,560.0,11,0,Penguin Books Ltd,1988
Broken Prey (Lucas Davenport  #16),John Sandford,4.18,9780425204306,eng,481.0,12808,453,Berkley,2006
Islam: A Short History,Karen Armstrong,4.02,9780812966183,eng,230.0,7660,448,Modern Library,2002
Howards End,E.M. Forster,3.96,9780451530462,eng,312.0,104,13,Signet,2007
Rat Race,Dick Francis,3.98,9780425210765,eng,304.0,2400,93,G.P. Putnam's Sons,2006
Life Is a Dream and Other Spanish Classics (Eric Bentley's Dramatic Repertoire) - Volume II,Pedro Calderón de la Barca,3.81,73999140774,eng,298.0,61,4,Applause Theatre & Cinema Book Publishers,2000
Reefer Madness: Sex  Drugs  and Cheap Labor in the American Black Market,Eric Schlosser,3.78,9780618446704,eng,352.0,5330,353,Mariner Books,2004
Death Note  Vol. 10: Deletion (Death Note  #10),Tsugumi Ohba,4.22,9781421511559,eng,188.0,12461,325,VIZ Media LLC,2007
Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,9780802151803,eng,506.0,7805,251,Grove Press,1994
The Mysterious Island (Extraordinary Voyages  #12),Jules Verne,4.11,9780812972122,eng,723.0,30022,948,Modern Library,2004
The Dirt: Confessions of the World's Most Notorious Rock Band,Neil Strauss,4.16,9780060392888,eng,430.0,436,50,Dey Street Books,2001
A Year at the Races: Reflections on Horses  Humans  Love  Money  and Luck,Jane Smiley,3.9,9781400033171,eng,304.0,696,49,Anchor,2005
Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams,3.93,9781417622856,eng,336.0,5,0,Turtleback Books,2003
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus,4.1,9781419150012,eng,208.0,1,0,Kessinger Publishing,2004
Celestial Navigation,Anne Tyler,3.79,9780449911808,eng,288.0,3403,159,Ballantine Books,1996
Beauty and the Contemporary Sublime,Jeremy Gilbert-Rolfe,3.56,9781581150377,eng,180.0,39,5,Allworth,1999
Red Prophet (Tales of Alvin Maker  #2),Orson Scott Card,3.79,9780812524260,en-US,311.0,18228,427,Tor Fantasy,1992
Over 100 Truly Astonishing Sex Tips,Anna Maxted,3.44,9781858689104,eng,128.0,9,0,Carlton Publishing Group,2000
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,3.6,9780393326710,eng,592.0,3272,229,W. W. Norton  Company,2004
Interview with the Vampire (The Vampire Chronicles  #1),Anne Rice,3.99,9780345476876,eng,342.0,433413,7368,Ballantine Books,2004
Charlotte's Web,E.B. White,4.17,9780064410939,eng,184.0,1300470,14739,HarperCollinsPublishers,2001
La conjura de los necios,John Kennedy Toole,3.89,9788496333604,spa,462.0,70,6,Quinteto,2006
Plan B: Further Thoughts on Faith,Anne Lamott,4.05,9781594481574,eng,352.0,18922,865,Riverhead Books,2006
Blubberina (Scrambled Legs  #5),Jahnna N. Malcolm,3.29,9780590428880,eng,135.0,13,0,Scholastic,1989
Cry to Heaven,Anne Rice,3.85,9780345396938,eng,566.0,18067,558,Ballantine Books,1995
You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,9780807071274,eng,214.0,2543,141,Beacon Press,2002
Queen of Sorcery (The Belgariad  #2),David Eddings,4.14,9780552148085,eng,447.0,453,20,Corgi Books (Adult),2000
The Elements of Visual Style: The Basics of Print Design for Every PC and Mac User,Robert W. Harris,3.21,9780618772452,en-US,177.0,14,3,Houghton Mifflin Harcourt,2007
Girls' Night In,Jessica Adams,3.26,9780006514855,en-GB,586.0,140,11,HarperCollins,2000
About This Life,Barry  Lopez,4.13,9781860465659,eng,304.0,595,56,The Harvill Press,1999
Ten Apples Up On Top!,Theo LeSieg,4.12,9780007169979,eng,62.0,31251,494,HarperCollinsChildren’sBooks,2003
Captive Dreams,Angela Knight,3.91,9780425207758,en-US,336.0,1354,60,Berkley Trade,2006
The Bachman Books,Richard Bachman,4.11,9780452277755,eng,704.0,62529,494,Plume,1996
The Secret Garden Coloring Book,Brian Doherty,4.25,9780486276809,eng,48.0,4,0,Dover Publications,2014
El bosque de los pigmeos,Isabel Allende,3.77,9780060816193,spa,304.0,1099,46,HarperCollins Espanol,2005
Collected Poems  Prose  and Plays,Robert Frost,4.32,9781883011062,eng,1036.0,6188,51,Library of America,1995
The Terminal Man,Michael Crichton,3.36,9780060092573,eng,266.0,21457,576,Avon,2002
Crime Wave: Reportage and Fiction from the Underside of L.A.,James Ellroy,3.59,9780375704710,en-US,288.0,1752,50,Vintage Crime,1999
The Ship Avenged,S.M. Stirling,4.06,9780671877668,eng,364.0,3217,29,Baen Books,1997
A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,9780449213308,eng,468.0,82,2,Fawcett,1987
Shadow Game (GhostWalkers  #1),Christine Feehan,4.12,9780515135961,eng,323.0,15827,616,Berkley Books,2003
Uncommon Carriers,John McPhee,3.95,9780374280390,en-US,248.0,1630,203,Farrar Straus Giroux,2006
Theogony/Works and Days/Shield,Hesiod,3.97,9780801879845,eng,192.0,83,4,Johns Hopkins University Press,2004
The Water-Method Man,John Irving,3.35,9780345418005,eng,272.0,10479,251,Ballantine Books,1997
Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,4.03,9780060855901,eng,228.0,110062,2261,Harper Perennial,2005
The Sunday Philosophy Club (Isabel Dalhousie  #1),Alexander McCall Smith,3.36,9781400077090,eng,272.0,16314,1764,Anchor,2005
Fear and Trembling/Repetition,Søren Kierkegaard,4.23,9780691020266,eng,420.0,4731,96,Princeton University Press,1983
April  May und June,Elizabeth von Arnim,3.88,9783458334224,ger,88.0,0,0,Insel  Frankfurt,1995
A Kiss Before Dying,Ira Levin,3.94,9780786711642,eng,242.0,6548,556,Carroll & Graf Publishers,2003
The Long-Lost Map (Ulysses Moore #2),Pierdomenico Baccalario,4.0,9780439774390,eng,272.0,1693,76,Scholastic Inc.,2006
The Genome War: How Craig Venter Tried to Capture the Code of Life and Save the World,James Shreeve,3.83,9780345433749,eng,392.0,272,23,Ballantine Books,2005
Love's Executioner  And Other Tales Of Psychotherapy,Irvin D. Yalom,4.21,9780140128468,eng,270.0,226,17,Penguin Books,1995
Been Down So Long It Looks Like Up To Me,Richard Fariña,3.8,9780140189308,eng,352.0,2473,220,Penguin Classics,1996
King Solomon's Ring,Konrad Lorenz,4.23,9780415267472,eng,192.0,1509,80,Routledge,2002
Pride and Prejudice,Jane Austen,4.26,9780486440910,eng,476.0,1146,166,Dover Publications,2005
Enchantment: The Life of Audrey Hepburn,Donald Spoto,3.87,9780739474792,eng,352.0,2703,267,Harmony,2007
'Salem's Lot,Stephen King,4.02,9780743536967,eng,17.0,227,54,Simon & Schuster Audio,2004
The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,9780618574940,eng,506.0,1323,121,Houghton Mifflin Company,2004
Cold Blood (Lorraine Page  #2),Lynda La Plante,3.92,9780515124798,eng,462.0,12,3,Jove,1999
The Everyman Anthology of Poetry for Children,Gillian Avery,4.14,9780679436348,eng,379.0,22,4,Everyman's Library,1994
The Milagro Beanfield War,John     Nichols,4.1,9780805063745,eng,456.0,9120,395,Holt McDougal,2000
Innocent Blood,P.D. James,3.68,9780743219631,eng,400.0,3793,286,Scribner,2001
Dragonsinger (Harper Hall  #2),Anne McCaffrey,4.28,9780689860072,eng,288.0,34996,586,Aladdin,2003
The Mask of the Enchantress,Victoria Holt,3.85,9780449210840,eng,,21,1,Ivy Books,1981
The Golden Key,Melanie Rawn,3.82,9780330347761,eng,1074.0,36,5,Pan,1997
The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye,4.2,9780842361934,eng,400.0,14475,194,Tyndale House Publishers,2005
Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes,4.0,9780295976914,eng,408.0,4,0,University of Washington Press,1999
Angels & Insects,A.S. Byatt,3.65,9780676503180,eng,292.0,7,0,Vintage Books,1994
Brave Companions: Portraits in History,David McCullough,3.98,9780671792763,eng,240.0,3460,482,Simon Schuster,1992
Chosen By God: Know God's Perfect Plan for His Glory and His Children,R.C. Sproul,4.34,9780842313353,eng,208.0,6861,205,Tyndale Momentum,1994
Мастер и Маргарита,Mikhail Bulgakov,4.3,9785040019526,,640.0,10,1,Эксмо,2004
The Maps of Tolkien's Middle-earth,Brian Sibley,4.14,9780618391103,eng,80.0,7649,31,Houghton Mifflin Harcourt,2003
Cuba (Jake Grafton #7),Stephen Coonts,3.82,9780312971397,eng,461.0,1452,63,St. Martin's Paperbacks,2000
The Drifting Classroom  Vol. 2 (Drifting Classroom),Kazuo Umezu,3.98,9781421507231,en-US,188.0,724,34,VIZ Media LLC,2006
Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,9781416500520,en-US,400.0,5,1,Pocket Books,2006
The Santaroga Barrier,Frank Herbert,3.66,9780765342515,eng,256.0,1625,85,Tor Books,2002
A Single Man,Christopher Isherwood,4.1,9780816638628,eng,192.0,17451,1029,Univ Of Minnesota Press,2001
Stranger from the Past,Penny Jordan,3.23,9780373115990,eng,224.0,29,7,Harlequin Presents,1993
User,Blake Nelson,3.37,9780970481719,eng,255.0,81,8,Versus Press,2003
Alien Nation,Alan Dean Foster,3.55,9780446352642,eng,217.0,227,10,Warner Books,1988
The Dance of Intimacy: A Woman's Guide to Courageous Acts of Change in Key Relationships,Harriet Lerner,4.07,9780060916466,eng,255.0,7368,185,William Morrow Paperbacks,1989
Gone Bamboo,Anthony Bourdain,3.48,9781841953670,eng,286.0,1066,74,Canongate Books,2002
Measure for Measure,William Shakespeare,3.68,9780141013800,eng,224.0,58,5,Penguin Group(CA),2005
The Woman in White,Wilkie Collins,4.0,9781551116440,eng,696.0,122,15,Broadview Press Inc,2006
No Heroes: A Memoir of Coming Home,Chris Offutt,3.87,9780684865522,eng,272.0,193,34,Simon  Schuster,2003
Dazzling Brightness (Greek Myths  #1),Roberta Gellis,3.84,9780786000234,eng,446.0,196,16,Pinnacle,1994
The Book of the Dead (Pendergast  #7; Diogenes  #3),Douglas Preston,4.13,9780446576987,eng,454.0,27050,947,Warner Books (NY),2006
Alice in Wonderland / Hunting of the Snark,Lewis Carroll,4.06,9780393958041,eng,416.0,1404,87,W. W. Norton & Company,1992
The Communist Manifesto,Karl Marx,3.55,9781931859257,eng,221.0,138,20,Haymarket Books,2005
Paddy Clarke Ha Ha Ha,Roddy Doyle,3.76,9782264022448,eng,307.0,17042,586,Editions 10,1998
Devil May Care,Elizabeth Peters,3.87,9780380731152,eng,352.0,2233,109,Avon,2001
Mi vida en rose,David Sedaris,3.99,9788497934909,spa,240.0,5,2,Debolsillo,2004
Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens,3.77,9780393960693,eng,776.0,573,38,W.W. Norton & Company,1999
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,9780446394598,eng,193.0,5354,281,Business Plus,1993
Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling,4.47,9780786222728,eng,424.0,147,13,Thorndike Press Large Print,1999
Nerve,Dick Francis,4.04,9780515123463,eng,320.0,3581,113,Jove,1998
The Price of the Ticket: Collected Nonfiction  1948-1985,James Baldwin,4.7,9780312643065,eng,712.0,404,30,St. Martin's Press,1985
The Grapes of Wrath,John Steinbeck,3.96,9780582461536,eng,597.0,37,8,Longman Schools Division (a Pearson Education Company),2001
The Nicomachean Ethics,Aristotle,3.94,9780140449495,eng,329.0,23683,472,Penguin Classics,2004
Much Ado about Nothing (Oxford School Shakespeare),William Shakespeare,4.07,9780198320562,eng,160.0,13,2,Oxford University Press  USA,2002
Soldados de Salamina,Javier Cercas,3.81,9788483101612,spa,209.0,4382,235,Tusquets,2001
A Virtuous Woman,Kaye Gibbons,3.69,9780375703065,eng,165.0,23170,587,Vintage,1997
Come to Grief (Sid Halley  #3),Dick Francis,4.01,9780425207185,eng,384.0,3786,134,G.P. Putnam's Sons,2005
Neuromancer,William Gibson,3.9,9780441012039,eng,384.0,1647,175,Ace,2004
Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),John Helfers,4.0,9780425183038,eng,208.0,58,0,Berkley,2003
A Confederacy of Dunces,John Kennedy Toole,3.89,9780141182865,eng,338.0,1561,169,Penguin Classics,2000
Enthusiasm and Divine Madness,Josef Pieper,4.5,9781890318239,eng,125.0,26,4,St. Augustines Press,2019
Quester's Endgame,Jo Clayton,3.98,9780886771386,eng,372.0,159,6,DAW,1986
The Power and the Glory,Graham Greene,4.0,9780142437308,eng,222.0,25490,1585,Penguin Books,2003
Balzac And The Little Chinese Seamstress,Dai Sijie,3.64,9780099452249,eng,172.0,223,22,Random House (Vintage),2002
Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk,4.21,9781577780724,eng,383.0,19217,271,Albury Publishing,1999
Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,9780441012374,eng,211.0,6329,145,Ace,2004
Shadows,John Saul,3.93,9780553560275,eng,393.0,10824,185,Bantam,1993
The Complete Plays,Christopher Marlowe,4.07,9780140436334,eng,752.0,2428,50,Penguin Classics,2003
Thirst,Mary Oliver,4.36,9780807068960,eng,88.0,3689,351,Beacon Press,2006
Step on a Crack (Michael Bennett  #1),James Patterson,4.01,9780316013949,eng,383.0,37552,1592,Little Brown and Company,2007
The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,3.5,9780156032599,eng,756.0,217,37,Mariner Books,2006
A History of Modern Europe  Volume 2: From the French Revolution to the Present,John M. Merriman,4.0,9780393924954,en-US,1040.0,62,4,W. W. Norton & Company,2004
Combray (Remembrance of Things Past  #1),Stéphane Heuet,3.79,9781561632893,eng,72.0,36,9,Nantier Beall Minoustchine Publishing,2001
Inside the Mind of Gideon Rayburn (Midvale Academy  #1),Sarah Miller,3.39,9780312333751,eng,289.0,1072,90,St. Martin's Griffin,2006
Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,4.36,9781405034142,eng,702.0,29409,689,Tor,2004
Things: A Story of the Sixties; A Man Asleep,Georges Perec,3.98,9781567921571,eng,221.0,1062,63,David R. Godine Publisher,2010
Second Foundation (Foundation #3),Isaac Asimov,4.26,9780553803730,eng,256.0,119224,1708,Bantam Spectra,2004
Dead Of Winter (Louis Kincaid  #2),P.J. Parrish,3.95,9780786011896,eng,416.0,773,86,Pinnacle,2001
Haruki Murakami and the Music of Words,Jay Rubin,3.83,9780099455448,eng,462.0,1444,68,Vintage,2005
Falling Angel,William Hjortsberg,3.92,9781933618081,eng,302.0,2243,220,Millipede Press,2006
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams and Reaching Your Destiny,Robin S. Sharma,3.83,9780062515674,eng,208.0,71133,3741,HarperOne,1999
Year's Happy Ending,Betty Neels,3.97,9780373511624,eng,216.0,134,14,Harlequin Readers' Choice,2001
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,9780060589462,eng,540.0,166046,6446,HarperTorch,2006
Visions of Heaven and Hell,Clive Barker,4.32,9780847827374,eng,352.0,661,20,Rizzoli,2005
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth,3.72,9781592441129,en-GB,132.0,92,11,Wipf & Stock Publishers,2002
Galatea 2.2,Richard Powers,3.72,9780312423131,eng,329.0,2155,191,Picador,2004
Cannery Row,John Steinbeck,4.04,9780142000687,eng,181.0,96408,3909,Penguin Books,2002
'Salem's Lot,Stephen King,4.02,9780743536950,en-US,,56,5,Simon & Schuster Audio,2004
The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,9780465016914,en-US,118.0,97,10,Basic Books,1983
Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,3.77,9788423671267,spa,279.0,5119,217,Edebé,2005
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,4.06,9780812975215,eng,368.0,40155,1550,Random House Trade Paperbacks,2005
Factotum,Charles Bukowski,3.97,9780061131271,en-US,208.0,414,56,Ecco,2006
Driving Force,Dick Francis,3.96,9780449221396,eng,384.0,2635,107,Fawcett Books,1993
If the River Was Whiskey,T. Coraghessan Boyle,3.94,9780140119503,eng,240.0,1038,69,Penguin Books,1990
All the Names,José Saramago,3.89,9780156010597,eng,245.0,11016,734,Mariner Books,2001
Angels Flight (Harry Bosch  #6),Michael Connelly,4.18,9781597376853,eng,9.0,106,20,Brilliance Audio,2005
Blood Wedding and Yerma,Federico García Lorca,3.84,9781559360807,en-US,160.0,885,32,Theatre Communications Group,1994
Turtle Moon,Alice Hoffman,3.83,9780099429166,eng,275.0,7545,388,Vintage,2002
Cliffsnotes on Shakespeare's Henry IV  Part 1,James K. Lowers,3.88,9780822000235,eng,80.0,17,0,Cliffs Notes,1960
Islands in the Stream,Ernest Hemingway,3.88,9780743253420,eng,448.0,11265,471,Scribner,2003
The Complete Stories of Evelyn Waugh,Evelyn Waugh,3.99,9780316926607,eng,640.0,765,57,Back Bay Books,2000
Bookends,Jane Green,3.72,9780767907804,eng,358.0,226,31,Broadway Books,2002
Eleanor Rigby,Douglas Coupland,3.65,9781582346434,eng,272.0,8517,372,Bloomsbury USA,2006
The Girl With The Golden Eyes,Honoré de Balzac,3.35,9781419163869,eng,72.0,801,56,Kessinger Publishing,2004
Ludwig Wittgenstein: The Duty of Genius,Ray Monk,4.36,9780140159950,eng,704.0,3679,148,Penguin Books,1991
The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,4.31,9780201616224,eng,321.0,12563,699,Addison-Wesley Professional,1999
The Innkeeper's Song,Peter S. Beagle,3.89,9780451452887,eng,346.0,2015,136,Roc,1993
The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,9780807847237,eng,675.0,1792,43,Omohundro Institute and University of North Carolina Press,1998
Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,9780743210768,en-US,256.0,317,33,Scribner Book Company,2001
Lila's Child: An Inquiry into Quality,Robert M. Pirsig,3.58,9781403356208,en-GB,600.0,54,5,1st Book Library,2003
Brodie's notes on Aldous Huxley's brave new world,Graham Handley,0.0,9780333581292,eng,71.0,0,0,Macmillan,1992
The Secret Life of Bees,Sue Monk Kidd,4.05,9780142001745,eng,302.0,1044725,26279,Penguin Books,2003
Sidetracked (Kurt Wallander  #5),Henning Mankell,4.07,9781400031566,eng,432.0,15178,574,Vintage Crime,2003
SeinLanguage,Jerry Seinfeld,3.63,9780553096064,eng,180.0,371,44,Bantam,1993
The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,4.27,9780751533453,eng,480.0,195,8,Little  Brown Book Group,2006
Pop Goes the Weasel,James Patterson,4.0,9781594836114,en-GB,460.0,49,5,Little  Brown & Company,2006
The Naked and the Dead,Norman Mailer,3.94,9780312265052,eng,721.0,21004,620,Picador,2000
Art Objects: Essays on Ecstasy and Effrontery,Jeanette Winterson,4.05,9780679768203,eng,192.0,1760,100,Vintage,1997
Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,9780752849195,eng,354.0,13462,583,Dell,2008
Butterfly Suits (Disney's Little Einsteins),Marcy Kelman,3.68,9780786855384,eng,32.0,26,4,Disney Press,2006
Great Expectations,Kathy Acker,3.59,9780802131553,eng,128.0,740,38,Grove Press,1994
Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett,4.16,9780689707490,eng,32.0,124141,2038,Atheneum Books for Young Readers,1982
